RegisterSchemaVersion,DependencyID,FromPackageID,FromDeliverableID,FromDeliverableName,DependencyClass,AnchorType,Direction,DependencyType,TargetType,TargetPackageID,TargetDeliverableID,TargetRefID,TargetName,TargetLocation,Statement,EvidenceFile,SourceRef,EvidenceQuote,Explicitness,RequiredMaturity,ProposedMaturity,SatisfactionStatus,Confidence,Origin,FirstSeen,LastSeen,Status,Notes
v3.1,DEP-05-02-001,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,ANCHOR,IMPLEMENTS_NODE,UPSTREAM,OTHER,WBS_NODE,,,,PKG-05 Filesystem Execution Model,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,DEL-05-02 implements PKG-05 (Filesystem Execution Model) as its parent work-domain package.,Datasheet.md,Datasheet.md > Identification > Package,Package: PKG-05 Filesystem Execution Model,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Parent anchor resolved against decomposition Packages table.
v3.1,DEP-05-02-002,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-014,,DEL-05-02 covers scope item SOW-014: Filesystem is the state; no DB; no server required for project state.,Datasheet.md,Datasheet.md > Identification > Scope Items,Scope Items: SOW-014,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition Scope Ledger: SOW-014 maps to PKG-05 / DEL-05-02.
v3.1,DEP-05-02-003,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,SOW-015,,DEL-05-02 covers scope item SOW-015: Execution root layout and tool roots match docs/SPEC.md.,Datasheet.md,Datasheet.md > Identification > Scope Items,Scope Items: SOW-015,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition Scope Ledger: SOW-015 maps to PKG-05 / DEL-05-02.
v3.1,DEP-05-02-004,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,ANCHOR,TRACES_TO_REQUIREMENT,UPSTREAM,OTHER,REQUIREMENT,,,,OBJ-004,,DEL-05-02 supports objective OBJ-004: Filesystem-as-state execution model is SPEC-conformant and auditable.,Datasheet.md,Datasheet.md > Identification > Objectives,Objectives: OBJ-004,EXPLICIT,TBD,TBD,NOT_APPLICABLE,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Confirmed in decomposition Objectives section and Scope Ledger.
v3.1,DEP-05-02-005,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,INTERFACE,DELIVERABLE,PKG-05,DEL-05-01,,Instruction Root Bundling & Runtime Access,,DEL-05-02 requires understanding of the instruction root vs working root (projectRoot) separation maintained by DEL-05-01.,Specification.md,Specification.md > Scope > Excluded,"Instruction root bundling and runtime access -- covered by DEL-05-01",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,"FACT. Explicit scope exclusion referencing DEL-05-01. Procedure PRE-07 confirms: understanding of root separation provides context. Not a hard blocking prerequisite but an explicit information interface."
v3.1,DEP-05-02-006,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,docs/SPEC.md,docs/SPEC.md,DEL-05-02 requires SPEC.md (Sections 1 10 11 12 13) as the authoritative layout specification governing all scaffolding and conformance requirements.,Procedure.md,Procedure.md > Prerequisites > PRE-01,Access to docs/SPEC.md (Sections 1 10 11 12 13),EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Listed as prerequisite PRE-01 and referenced pervasively across all source documents.
v3.1,DEP-05-02-007,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,docs/CONTRACT.md,docs/CONTRACT.md,DEL-05-02 requires CONTRACT.md for binding invariants (K-HIER-1 K-ID-1 K-SNAP-1 K-WRITE-1) that constrain scaffolding behavior.,Procedure.md,Procedure.md > Prerequisites > PRE-02,Access to docs/CONTRACT.md,EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Listed as prerequisite PRE-02. Invariants directly constrain flat hierarchy and immutability.
v3.1,DEP-05-02-008,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,docs/TYPES.md,docs/TYPES.md,DEL-05-02 requires TYPES.md (Section 2) for stable ID formats and folder label rules used in scaffolding.,Procedure.md,Procedure.md > Prerequisites > PRE-03,Access to docs/TYPES.md (Section 2),EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Listed as prerequisite PRE-03.
v3.1,DEP-05-02-009,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DOCUMENT,,,,Decomposition Document,execution/_Decomposition/ChiralityApp_SoftwareDecomposition_2026-02-21_G7-APPROVED.md,Scaffolding requires the decomposition document as input to determine which packages and deliverables to create.,Guidance.md,Guidance.md > Considerations > C1: Decomposition as Input,"Scaffolding requires a decomposition document as input to know which packages and deliverables to create",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Also confirmed by Procedure PRE-04. The decomposition is a runtime input consumed by scaffolding logic.
v3.1,DEP-05-02-010,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-05,DEL-05-03,,Lifecycle State Handling (_STATUS.md canonical),,DEL-05-02 produces the scaffolded deliverable folder structure that DEL-05-03 (lifecycle state handling) operates within. Lifecycle files require scaffolded folders to exist.,Specification.md,Specification.md > Scope > Excluded,"Lifecycle state handling (_STATUS.md transitions) -- covered by DEL-05-03",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit scope boundary: scaffolding creates structure; DEL-05-03 manages lifecycle within that structure.
v3.1,DEP-05-02-011,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-05,DEL-05-04,,Dependency Tracking File Contract (v3.1),,DEL-05-02 produces the scaffolded deliverable folder structure where dependency tracking files (covered by DEL-05-04) reside.,Specification.md,Specification.md > Scope > Excluded,"Dependency tracking file contract (v3.1 schema) -- covered by DEL-05-04",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Explicit scope boundary: scaffolding creates folders; DEL-05-04 defines the file contract within them.
v3.1,DEP-05-02-012,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,INTERFACE,DELIVERABLE,PKG-08,DEL-08-03,,Execution Root Folder Structure Validator,,DEL-05-02 provides test-level conformance checks; DEL-08-03 (TBD scope) would provide a standalone CLI validator. Conformance logic from this deliverable could be extracted for DEL-08-03.,Specification.md,Specification.md > Scope > Excluded > note A-003,"standalone CI tool -- covered by DEL-08-03 (TBD scope)",EXPLICIT,TBD,TBD,TBD,MEDIUM,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,"FACT. Explicit boundary stated in Specification, Guidance T2, and Conflict Table CON-03. DEL-08-03 scope is TBD."
v3.1,DEP-05-02-013,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,DOWNSTREAM,HANDOVER,DELIVERABLE,PKG-06,DEL-06-02,,Local Deliverable Workflow Agents (Scaffold > Doc Kit > Semantic),,DEL-05-02 scaffolded output is the direct input to PREPARATION agent workflows. Scaffolding guarantees folder paths exist; PREPARATION populates metadata files.,Guidance.md,Guidance.md > Considerations > C2: Interaction with PREPARATION Agent,"Scaffolding guarantees the folder exists; PREPARATION guarantees its contents",EXPLICIT,TBD,TBD,TBD,HIGH,EXTRACTED,2026-02-21,2026-02-21,ACTIVE,FACT. Also confirmed by Procedure Step 10 (PREPARATION Integration Validation). DEL-06-02 covers PREPARATION agent instructions.
v3.1,DEP-05-02-014,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,PREREQUISITE,DELIVERABLE,PKG-01,DEL-01-03,,Frontend Workspace Bootstrap & Packaging Baseline,execution/PKG-01_Build_And_Packaging/1_Working/DEL-01-03_Frontend_Workspace_Bootstrap/,DEL-05-02 implementation paths require the frontend workspace baseline delivered by DEL-01-03 and this gate is now met at IN_PROGRESS.,MEMORY.md,MEMORY.md > Implementation Pass (2026-02-23),DEL-05-02 implementation is now present in frontend/,EXPLICIT,IN_PROGRESS,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-23,2026-02-23,ACTIVE,FACT. SCA-001 gate met: DEL-01-03 is IN_PROGRESS and frontend implementation paths exist.
v3.1,DEP-05-02-015,PKG-05,DEL-05-02,Execution Root Scaffolding + Layout Conformance,EXECUTION,NOT_APPLICABLE,UPSTREAM,CONSTRAINT,DELIVERABLE,PKG-03,DEL-03-07,,Harness API Baseline,execution/PKG-03_Harness_Runtime_Core/1_Working/DEL-03-07_Harness_API_Baseline/,DEL-05-02 route-based scaffolding implementation is constrained by the frontend harness API baseline delivered by DEL-03-07 and this gate is now met at IN_PROGRESS.,MEMORY.md,MEMORY.md > Implementation approach (from Procedure.md),API endpoint approach is most consistent with the existing Next.js harness architecture,EXPLICIT,IN_PROGRESS,TBD,SATISFIED,HIGH,EXTRACTED,2026-02-23,2026-02-23,ACTIVE,FACT. SCA-001 gate met: DEL-03-07 is IN_PROGRESS and harness API baseline routes are present.
